Date,ARNC
2017-03-31,20.199386596679688
2017-04-03,20.07668685913086
2017-04-04,20.230060577392578
2017-04-05,19.854293823242188
2017-04-06,20.061349868774414
2017-04-07,20.253067016601562
2017-04-10,20.3450927734375
2017-04-11,20.391103744506836
2017-04-12,19.823619842529297
2017-04-13,19.861963272094727
2017-04-17,20.467790603637695
2017-04-18,19.785276412963867
2017-04-19,19.9156436920166
2017-04-20,20.023006439208984
2017-04-21,19.938650131225586
2017-04-24,20.015336990356445
2017-04-25,20.690183639526367
2017-04-26,21.088956832885742
2017-04-27,20.87423324584961
2017-04-28,20.958589553833008
2017-05-01,20.897239685058594
2017-05-02,20.820552825927734
2017-05-03,20.53680992126465
2017-05-04,20.41411018371582
2017-05-05,20.935583114624023
2017-05-08,20.766870498657227
2017-05-09,20.9049072265625
2017-05-10,20.920244216918945
2017-05-11,20.86656379699707
2017-05-12,21.24233055114746
2017-05-15,21.54907989501953
2017-05-16,21.019939422607422
2017-05-17,20.582822799682617
2017-05-18,20.64417266845703
2017-05-19,21.150306701660156
2017-05-22,21.188650131225586
2017-05-23,21.372699737548828
2017-05-24,21.533742904663086
2017-05-25,20.86656379699707
2017-05-26,21.027606964111328
2017-05-30,20.87423324584961
2017-05-31,21.065950393676758
2017-06-01,21.449386596679688
2017-06-02,21.5950927734375
2017-06-05,21.065950393676758
2017-06-06,21.065950393676758
2017-06-07,20.628833770751953
2017-06-08,21.050613403320312
2017-06-09,20.98159408569336
2017-06-12,20.567485809326172
2017-06-13,21.21165657043457
2017-06-14,20.628833770751953
2017-06-15,20.475460052490234
2017-06-16,20.26840591430664
2017-06-19,20.406442642211914
2017-06-20,20.253067016601562
2017-06-21,19.417177200317383
2017-06-22,19.401840209960938
2017-06-23,19.58588981628418
2017-06-26,18.41257667541504
2017-06-27,16.74846649169922
2017-06-28,17.714723587036133
2017-06-29,17.5
2017-06-30,17.369632720947266
2017-07-03,17.515336990356445
2017-07-05,17.630367279052734
2017-07-06,17.57668685913086
2017-07-07,17.737730026245117
2017-07-10,18.274539947509766
2017-07-11,18.420244216918945
2017-07-12,18.550613403320312
2017-07-13,18.75
2017-07-14,18.70398712158203
2017-07-17,19.13343620300293
2017-07-18,19.079755783081055
2017-07-19,19.263803482055664
2017-07-20,18.980060577392578
2017-07-21,19.332822799682617
2017-07-24,19.302146911621094
2017-07-25,19.877300262451172
2017-07-26,19.62423324584961
2017-07-27,19.263803482055664
2017-07-28,19.13343620300293
2017-07-31,19.0107364654541
2017-08-01,19.24846649169922
2017-08-02,19.079755783081055
2017-08-03,19.424846649169922
2017-08-04,19.271472930908203
2017-08-07,19.432514190673828
2017-08-08,19.16411018371582
2017-08-09,18.90337371826172
2017-08-10,18.420244216918945
2017-08-11,18.397239685058594
2017-08-14,18.8343563079834
2017-08-15,18.980060577392578
2017-08-16,19.04907989501953
2017-08-17,18.619632720947266
2017-08-18,18.627300262451172
2017-08-21,18.773006439208984
2017-08-22,19.70092010498047
2017-08-23,19.608896255493164
2017-08-24,19.532209396362305
2017-08-25,19.363496780395508
2017-08-28,19.302146911621094
2017-08-29,19.440183639526367
2017-08-30,19.478527069091797
2017-08-31,19.532209396362305
2017-09-01,19.562883377075195
2017-09-05,18.70398712158203
2017-09-06,18.6656436920166
2017-09-07,18.604293823242188
2017-09-08,18.726993560791016
2017-09-11,19.156442642211914
2017-09-12,19.294479370117188
2017-09-13,19.363496780395508
2017-09-14,19.447853088378906
2017-09-15,19.432514190673828
2017-09-18,19.432514190673828
2017-09-19,19.892637252807617
2017-09-20,20.092025756835938
2017-09-21,20.544479370117188
2017-09-22,20.099693298339844
2017-09-25,20.03834342956543
2017-09-26,20.145706176757812
2017-09-27,20.230060577392578
2017-09-28,19.95398712158203
2017-09-29,19.079755783081055
2017-10-02,19.877300262451172
2017-10-03,20.03834342956543
2017-10-04,20.52914047241211
2017-10-05,20.590490341186523
2017-10-06,20.782209396362305
2017-10-09,21.004600524902344
2017-10-10,21.004600524902344
2017-10-11,20.973926544189453
2017-10-12,21.13496971130371
2017-10-13,20.82822036743164
2017-10-16,20.83588981628418
2017-10-17,20.582822799682617
2017-10-18,20.621166229248047
2017-10-19,20.46012306213379
2017-10-20,20.83588981628418
2017-10-23,18.67331314086914
2017-10-24,18.657974243164062
2017-10-25,19.056747436523438
2017-10-26,18.857362747192383
2017-10-27,18.872699737548828
2017-10-30,19.003067016601562
2017-10-31,19.263803482055664
2017-11-01,19.263803482055664
2017-11-02,19.35582733154297
2017-11-03,19.432514190673828
2017-11-06,19.639570236206055
2017-11-07,19.233129501342773
2017-11-08,19.003067016601562
2017-11-09,18.75
2017-11-10,18.588956832885742
2017-11-13,18.243864059448242
2017-11-14,17.791410446166992
2017-11-15,17.91411018371582
2017-11-16,18.197853088378906
2017-11-17,18.28987693786621
2017-11-20,18.320552825927734
2017-11-21,18.205520629882812
2017-11-22,18.21319007873535
2017-11-24,18.397239685058594
2017-11-27,18.10582733154297
2017-11-28,18.581287384033203
2017-11-29,18.458589553833008
2017-11-30,18.872699737548828
2017-12-01,18.78834342956543
2017-12-04,18.964723587036133
2017-12-05,18.581287384033203
2017-12-06,18.504600524902344
2017-12-07,18.857362747192383
2017-12-08,18.765336990356445
2017-12-11,18.734663009643555
2017-12-12,18.90337371826172
2017-12-13,19.309816360473633
2017-12-14,19.16411018371582
2017-12-15,19.401840209960938
2017-12-18,19.639570236206055
2017-12-19,19.6549072265625
2017-12-20,20.03834342956543
2017-12-21,20.552146911621094
2017-12-22,20.575153350830078
2017-12-26,20.759201049804688
2017-12-27,20.966257095336914
2017-12-28,21.18098258972168
2017-12-29,20.897239685058594
2018-01-02,21.28834342956543
2018-01-03,21.457054138183594
2018-01-04,22.484663009643555
2018-01-05,22.707054138183594
2018-01-08,22.822086334228516
2018-01-09,22.860429763793945
2018-01-10,22.8450927734375
2018-01-11,23.312883377075195
2018-01-12,23.650306701660156
2018-01-16,23.320552825927734
2018-01-17,23.420244216918945
2018-01-18,23.274539947509766
2018-01-19,23.174846649169922
2018-01-22,23.33588981628418
2018-01-23,23.236196517944336
2018-01-24,23.37423324584961
2018-01-25,23.36656379699707
2018-01-26,23.650306701660156
2018-01-29,23.205520629882812
2018-01-30,22.94478416442871
2018-01-31,23.052146911621094
2018-02-01,23.090490341186523
2018-02-02,22.323619842529297
2018-02-05,20.33742332458496
2018-02-06,19.386503219604492
2018-02-07,19.24846649169922
2018-02-08,18.75
2018-02-09,18.911043167114258
2018-02-12,19.04907989501953
2018-02-13,19.003067016601562
2018-02-14,19.53987693786621
2018-02-15,19.340490341186523
2018-02-16,19.447853088378906
2018-02-20,19.064416885375977
2018-02-21,18.911043167114258
2018-02-22,18.81901741027832
2018-02-23,19.271472930908203
2018-02-26,19.271472930908203
2018-02-27,18.972393035888672
2018-02-28,18.70398712158203
2018-03-01,18.420244216918945
2018-03-02,18.33588981628418
2018-03-05,18.657974243164062
2018-03-06,18.82668685913086
2018-03-07,18.880367279052734
2018-03-08,19.01840591430664
2018-03-09,19.317485809326172
2018-03-12,19.11809730529785
2018-03-13,19.13343620300293
2018-03-14,18.45092010498047
2018-03-15,18.588956832885742
2018-03-16,18.8343563079834
2018-03-19,18.427913665771484
2018-03-20,18.473926544189453
2018-03-21,18.527606964111328
2018-03-22,17.392637252807617
2018-03-23,17.446319580078125
2018-03-26,17.929447174072266
2018-03-27,17.676380157470703
2018-03-28,17.407974243164062
2018-03-29,17.668712615966797
2018-04-02,16.932514190673828
2018-04-03,17.139570236206055
2018-04-04,17.354293823242188
2018-04-05,17.699386596679688
2018-04-06,17.285276412963867
2018-04-09,17.46165657043457
2018-04-10,17.661043167114258
2018-04-11,17.607362747192383
2018-04-12,18.006135940551758
2018-04-13,17.814416885375977
2018-04-16,18.067485809326172
2018-04-17,18.21319007873535
2018-04-18,18.159509658813477
2018-04-19,18.044479370117188
2018-04-20,17.83742332458496
2018-04-23,16.909509658813477
2018-04-24,16.85582733154297
2018-04-25,16.986196517944336
2018-04-26,17.05521583557129
2018-04-27,17.208589553833008
2018-04-30,13.657975196838379
2018-05-01,13.558281898498535
2018-05-02,13.320551872253418
2018-05-03,12.983128547668457
2018-05-04,13.205520629882812
2018-05-07,13.46625804901123
2018-05-08,13.650306701660156
2018-05-09,13.819018363952637
2018-05-10,13.911043167114258
2018-05-11,13.972393035888672
2018-05-14,14.049079895019531
2018-05-15,13.788344383239746
2018-05-16,13.811349868774414
2018-05-17,13.91871166229248
2018-05-18,13.865031242370605
2018-05-21,14.141103744506836
2018-05-22,14.240797996520996
2018-05-23,14.294479370117188
2018-05-24,14.171778678894043
2018-05-25,14.13343620300293
2018-05-29,13.75
2018-05-30,13.895706176757812
2018-05-31,13.535276412963867
2018-06-01,13.611963272094727
2018-06-04,13.604293823242188
2018-06-05,13.588956832885742
2018-06-06,13.75
2018-06-07,13.765336990356445
2018-06-08,13.757669448852539
2018-06-11,13.926380157470703
2018-06-12,13.803681373596191
2018-06-13,13.780674934387207
2018-06-14,13.803681373596191
2018-06-15,13.443251609802246
2018-06-18,13.527606964111328
2018-06-19,13.343558311462402
2018-06-20,13.282209396362305
2018-06-21,13.006134986877441
2018-06-22,13.067484855651855
2018-06-25,12.937116622924805
2018-06-26,13.059816360473633
2018-06-27,13.006134986877441
2018-06-28,13.029141426086426
2018-06-29,13.044479370117188
2018-07-02,12.929448127746582
2018-07-03,12.960123062133789
2018-07-05,13.09049129486084
2018-07-06,13.213190078735352
2018-07-09,13.642638206481934
2018-07-10,13.604293823242188
2018-07-11,13.105828285217285
2018-07-12,13.266871452331543
2018-07-13,13.328221321105957
2018-07-16,14.723925590515137
2018-07-17,14.754600524902344
2018-07-18,15.092024803161621
2018-07-19,14.700920104980469
2018-07-20,14.593558311462402
2018-07-23,14.562883377075195
2018-07-24,14.900306701660156
2018-07-25,14.769939422607422
2018-07-26,16.395706176757812
2018-07-27,16.426380157470703
2018-07-30,15.996932983398438
2018-07-31,16.63343620300293
2018-08-01,16.418712615966797
2018-08-02,16.157974243164062
2018-08-03,16.280675888061523
2018-08-06,16.24233055114746
2018-08-07,16.065950393676758
2018-08-08,16.035276412963867
2018-08-09,15.927913665771484
2018-08-10,15.958588600158691
2018-08-13,15.651840209960938
2018-08-14,15.86656379699707
2018-08-15,15.598159790039062
2018-08-16,15.87423324584961
2018-08-17,16.012269973754883
2018-08-20,16.25766944885254
2018-08-21,16.533742904663086
2018-08-22,16.434049606323242
2018-08-23,16.280675888061523
2018-08-24,17.04754638671875
2018-08-27,16.917177200317383
2018-08-28,16.794479370117188
2018-08-29,17.00153350830078
2018-08-30,16.924846649169922
2018-08-31,17.16257667541504
2018-09-04,16.940183639526367
2018-09-05,16.993864059448242
2018-09-06,16.809816360473633
2018-09-07,16.809816360473633
2018-09-10,16.863496780395508
2018-09-11,17.03987693786621
2018-09-12,17.400306701660156
2018-09-13,17.254600524902344
2018-09-14,17.400306701660156
2018-09-17,17.42331314086914
2018-09-18,17.630367279052734
2018-09-19,17.5
2018-09-20,17.331287384033203
2018-09-21,17.54601287841797
2018-09-24,16.579755783081055
2018-09-25,16.932514190673828
2018-09-26,16.51840591430664
2018-09-27,16.809816360473633
2018-09-28,16.878833770751953
2018-10-01,16.978527069091797
2018-10-02,17.016870498657227
2018-10-03,17.08588981628418
2018-10-04,17.032209396362305
2018-10-05,16.74846649169922
2018-10-08,17.94478416442871
2018-10-09,17.515336990356445
2018-10-10,16.679447174072266
2018-10-11,16.234663009643555
2018-10-12,16.572086334228516
2018-10-15,16.472393035888672
2018-10-16,17.016870498657227
2018-10-17,17.269939422607422
2018-10-18,16.89417266845703
2018-10-19,16.77914047241211
2018-10-22,16.449386596679688
2018-10-23,15.83588981628418
2018-10-24,15.237730026245117
2018-10-25,15.299079895019531
2018-10-26,15.214723587036133
2018-10-29,14.739263534545898
2018-10-30,15.107361793518066
2018-10-31,15.59049129486084
2018-11-01,16.311349868774414
2018-11-02,16.226993560791016
2018-11-05,15.920245170593262
2018-11-06,16.042945861816406
2018-11-07,16.21165657043457
2018-11-08,16.142637252807617
2018-11-09,15.927913665771484
2018-11-12,15.398773193359375
2018-11-13,15.421778678894043
2018-11-14,15.598159790039062
2018-11-15,15.843558311462402
2018-11-16,15.45245361328125
2018-11-19,15.598159790039062
2018-11-20,15.214723587036133
2018-11-21,15.713190078735352
2018-11-23,15.720858573913574
2018-11-26,15.690183639526367
2018-11-27,15.628833770751953
2018-11-28,15.96625804901123
2018-11-29,16.36503028869629
2018-11-30,16.472393035888672
2018-12-03,16.503067016601562
2018-12-04,15.989263534545898
2018-12-06,15.743865013122559
2018-12-07,15.559816360473633
2018-12-10,15.253067016601562
2018-12-11,15.444785118103027
2018-12-12,15.536809921264648
2018-12-13,15.291411399841309
2018-12-14,15.138036727905273
2018-12-17,14.685583114624023
2018-12-18,14.34049129486084
2018-12-19,13.742330551147461
2018-12-20,13.46625804901123
2018-12-21,13.021471977233887
2018-12-24,12.377301216125488
2018-12-26,12.91411018371582
2018-12-27,13.059816360473633
2018-12-28,12.852761268615723
2018-12-31,12.929448127746582
2019-01-02,14.233128547668457
2019-01-03,14.13343620300293
2019-01-04,14.539876937866211
2019-01-07,14.884968757629395
2019-01-08,14.930981636047363
2019-01-09,14.969325065612793
2019-01-10,15.038344383239746
2019-01-11,15.092024803161621
2019-01-14,14.854293823242188
2019-01-15,15.391103744506836
2019-01-16,15.41411018371582
2019-01-17,15.475460052490234
2019-01-18,15.598159790039062
2019-01-22,13.105828285217285
2019-01-23,13.842024803161621
2019-01-24,14.110428810119629
2019-01-25,14.217790603637695
2019-01-28,14.003067016601562
2019-01-29,14.102761268615723
2019-01-30,14.348159790039062
2019-01-31,14.432515144348145
2019-02-01,14.187116622924805
2019-02-04,14.363496780395508
2019-02-05,14.424846649169922
2019-02-06,14.049079895019531
2019-02-07,13.558281898498535
2019-02-08,13.113496780395508
2019-02-11,13.412576675415039
2019-02-12,13.742330551147461
2019-02-13,13.719325065612793
2019-02-14,13.412576675415039
2019-02-15,13.458588600158691
2019-02-19,13.849693298339844
2019-02-20,14.102761268615723
2019-02-21,13.987730026245117
2019-02-22,14.018404960632324
2019-02-25,14.118098258972168
2019-02-26,14.12576675415039
2019-02-27,14.286809921264648
2019-02-28,14.179448127746582
2019-03-01,14.34049129486084
2019-03-04,14.179448127746582
2019-03-05,14.271471977233887
2019-03-06,14.271471977233887
2019-03-07,14.049079895019531
2019-03-08,14.179448127746582
2019-03-11,14.424846649169922
2019-03-12,14.470858573913574
2019-03-13,14.532209396362305
2019-03-14,14.532209396362305
2019-03-15,14.562883377075195
2019-03-18,14.746932983398438
2019-03-19,14.662576675415039
2019-03-20,14.631901741027832
2019-03-21,14.723925590515137
2019-03-22,14.355828285217285
2019-03-25,14.26380443572998
2019-03-26,14.4171781539917
2019-03-27,14.509202003479004
2019-03-28,14.670245170593262
2019-03-29,14.654908180236816
2019-04-01,15.07668685913086
2019-04-02,15.145706176757812
2019-04-03,15.015336990356445
2019-04-04,15.237730026245117
2019-04-05,15.421778678894043
2019-04-08,15.536809921264648
2019-04-09,15.337423324584961
2019-04-10,15.398773193359375
2019-04-11,15.621166229248047
2019-04-12,15.881901741027832
2019-04-15,15.759202003479004
2019-04-16,15.858896255493164
2019-04-17,15.276074409484863
2019-04-18,15.368098258972168
2019-04-22,15.552146911621094
2019-04-23,15.858896255493164
2019-04-24,16.18098258972168
2019-04-25,15.828221321105957
2019-04-26,15.858896255493164
2019-04-29,15.87423324584961
2019-04-30,16.472393035888672
2019-05-01,16.457054138183594
2019-05-02,16.802146911621094
2019-05-03,17.185583114624023
2019-05-06,17.170244216918945
2019-05-07,17.093557357788086
2019-05-08,17.170244216918945
2019-05-09,16.940183639526367
2019-05-10,17.2392635345459
2019-05-13,16.495399475097656
2019-05-14,16.763803482055664
2019-05-15,16.878833770751953
2019-05-16,16.96319007873535
2019-05-17,16.840490341186523
2019-05-20,16.878833770751953
2019-05-21,17.16257667541504
2019-05-22,17.1549072265625
2019-05-23,17.032209396362305
2019-05-24,17.062883377075195
2019-05-28,16.978527069091797
2019-05-29,16.89417266845703
2019-05-30,16.871166229248047
2019-05-31,16.794479370117188
2019-06-03,16.96319007873535
2019-06-04,17.292945861816406
2019-06-05,17.622699737548828
2019-06-06,17.852760314941406
2019-06-07,18.052146911621094
2019-06-10,17.860429763793945
2019-06-11,17.645706176757812
2019-06-12,17.377300262451172
2019-06-13,17.783742904663086
2019-06-14,17.622699737548828
2019-06-17,17.54601287841797
2019-06-18,18.044479370117188
2019-06-19,18.167177200317383
2019-06-20,18.519939422607422
2019-06-21,18.657974243164062
2019-06-24,18.63496971130371
2019-06-25,18.70398712158203
2019-06-26,19.08742332458496
2019-06-27,19.47085952758789
2019-06-28,19.800613403320312
2019-07-01,20.0
2019-07-02,20.053680419921875
2019-07-03,19.838956832885742
2019-07-05,20.015336990356445
2019-07-08,19.800613403320312
2019-07-09,19.815950393676758
2019-07-10,19.777606964111328
2019-07-11,19.723926544189453
2019-07-12,19.938650131225586
2019-07-15,19.800613403320312
2019-07-16,19.769939422607422
2019-07-17,19.401840209960938
2019-07-18,19.27914047241211
2019-07-19,19.309816360473633
2019-07-22,19.271472930908203
2019-07-23,19.294479370117188
2019-07-24,19.670244216918945
2019-07-25,19.639570236206055
2019-07-26,19.7392635345459
2019-07-29,19.28680992126465
2019-07-30,19.27914047241211
2019-07-31,19.20245361328125
2019-08-01,18.68098258972168
2019-08-02,18.22085952758789
2019-08-05,18.067485809326172
2019-08-06,18.842025756835938
2019-08-07,19.332822799682617
2019-08-08,19.50153350830078
2019-08-09,19.340490341186523
2019-08-12,19.325153350830078
2019-08-13,19.47085952758789
2019-08-14,18.995399475097656
2019-08-15,18.842025756835938
2019-08-16,19.04907989501953
2019-08-19,19.19478416442871
2019-08-20,19.348159790039062
2019-08-21,19.325153350830078
2019-08-22,19.24846649169922
2019-08-23,18.642637252807617
2019-08-26,19.21012306213379
2019-08-27,19.309816360473633
2019-08-28,19.50153350830078
2019-08-29,19.792945861816406
2019-08-30,19.815950393676758
2019-09-03,19.92331314086914
2019-09-04,19.92331314086914
2019-09-05,19.946319580078125
2019-09-06,19.93098258972168
2019-09-09,20.168712615966797
2019-09-10,20.483129501342773
2019-09-11,20.621166229248047
2019-09-12,20.72085952758789
2019-09-13,20.774539947509766
2019-09-16,20.858896255493164
2019-09-17,20.889570236206055
2019-09-18,20.943252563476562
2019-09-19,20.812883377075195
2019-09-20,20.490798950195312
2019-09-23,20.52914047241211
2019-09-24,20.3450927734375
2019-09-25,20.314416885375977
2019-09-26,20.168712615966797
2019-09-27,20.023006439208984
2019-09-30,19.938650131225586
2019-10-01,19.371166229248047
2019-10-02,18.55828285217285
2019-10-03,18.59662628173828
2019-10-04,18.780675888061523
2019-10-07,18.980060577392578
2019-10-08,19.072086334228516
2019-10-09,19.62423324584961
2019-10-10,19.95398712158203
2019-10-11,20.283742904663086
2019-10-14,20.582822799682617
2019-10-15,21.36503028869629
2019-10-16,21.09662628173828
2019-10-17,21.24233055114746
2019-10-18,20.71319007873535
2019-10-21,20.736196517944336
2019-10-22,20.766870498657227
2019-10-23,20.889570236206055
2019-10-24,21.035276412963867
2019-10-25,21.196319580078125
2019-10-28,21.21165657043457
2019-10-29,21.234663009643555
2019-10-30,21.111963272094727
2019-10-31,21.065950393676758
2019-11-01,21.886503219604492
2019-11-04,22.070552825927734
2019-11-05,22.630367279052734
2019-11-06,22.57668685913086
2019-11-07,22.170244216918945
2019-11-08,22.216257095336914
2019-11-11,22.630367279052734
2019-11-12,22.622699737548828
2019-11-13,22.622699737548828
2019-11-14,23.174846649169922
2019-11-15,23.6656436920166
2019-11-18,23.81901741027832
2019-11-19,23.780675888061523
2019-11-20,23.642637252807617
2019-11-21,23.473926544189453
2019-11-22,23.427913665771484
2019-11-25,23.74233055114746
2019-11-26,23.995399475097656
2019-11-27,23.972393035888672
2019-11-29,23.74233055114746
2019-12-02,23.435583114624023
2019-12-03,23.542945861816406
2019-12-04,23.25153350830078
2019-12-05,23.37423324584961
2019-12-06,23.78834342956543
2019-12-09,23.611963272094727
2019-12-10,23.780675888061523
2019-12-11,23.949386596679688
2019-12-12,24.24846649169922
2019-12-13,24.271472930908203
2019-12-16,24.386503219604492
2019-12-17,24.141103744506836
2019-12-18,23.59662628173828
2019-12-19,23.773006439208984
2019-12-20,24.072086334228516
2019-12-23,24.179447174072266
2019-12-24,24.0107364654541
2019-12-26,23.926380157470703
2019-12-27,23.880367279052734
2019-12-30,23.67331314086914
2019-12-31,23.59662628173828
2020-01-02,24.187116622924805
2020-01-03,24.148773193359375
2020-01-06,23.934049606323242
2020-01-07,24.08742332458496
2020-01-08,23.55828285217285
2020-01-09,22.829755783081055
2020-01-10,22.12423324584961
2020-01-13,22.5843563079834
2020-01-14,22.684049606323242
2020-01-15,22.38496971130371
2020-01-16,23.006135940551758
2020-01-17,22.484663009643555
2020-01-21,22.54601287841797
2020-01-22,22.11656379699707
2020-01-23,22.645706176757812
2020-01-24,22.323619842529297
2020-01-27,23.519939422607422
2020-01-28,24.13343620300293
2020-01-29,23.888036727905273
2020-01-30,23.351226806640625
2020-01-31,22.967790603637695
2020-02-03,23.052146911621094
2020-02-04,23.37423324584961
2020-02-05,23.972393035888672
2020-02-06,24.079755783081055
2020-02-07,24.003067016601562
2020-02-10,24.271472930908203
2020-02-11,24.55521583557129
2020-02-12,25.161043167114258
2020-02-13,25.26840591430664
2020-02-14,25.582822799682617
2020-02-18,25.44478416442871
2020-02-19,26.127300262451172
2020-02-20,25.843557357788086
2020-02-21,25.667177200317383
2020-02-24,25.360429763793945
2020-02-25,24.317485809326172
2020-02-26,24.424846649169922
2020-02-27,23.29754638671875
2020-02-28,22.50766944885254
2020-03-02,22.967790603637695
2020-03-03,22.07822036743164
2020-03-04,22.361963272094727
2020-03-05,20.513803482055664
2020-03-06,19.900306701660156
2020-03-09,17.668712615966797
2020-03-10,18.63496971130371
2020-03-11,16.955520629882812
2020-03-12,15.245399475097656
2020-03-13,15.73619556427002
2020-03-16,13.37423324584961
2020-03-17,13.535276412963867
2020-03-18,12.024539947509766
2020-03-19,12.154908180236816
2020-03-20,10.161043167114258
2020-03-23,9.194785118103027
2020-03-24,11.618098258972168
2020-03-25,12.400306701660156
2020-03-26,13.588956832885742
2020-03-27,12.791411399841309
2020-03-30,12.57668685913086
2020-03-31,12.315951347351074
