Date,GS
2016-04-04,157.77000427246094
2016-04-05,155.35000610351562
2016-04-06,155.19000244140625
2016-04-07,150.41000366210938
2016-04-08,150.27999877929688
2016-04-11,152.1999969482422
2016-04-12,154.30999755859375
2016-04-13,159.85000610351562
2016-04-14,160.91000366210938
2016-04-15,158.52000427246094
2016-04-18,159.02000427246094
2016-04-19,162.64999389648438
2016-04-20,166.97999572753906
2016-04-21,165.32000732421875
2016-04-22,166.75
2016-04-25,165.08999633789062
2016-04-26,165.83999633789062
2016-04-27,166.9199981689453
2016-04-28,164.2899932861328
2016-04-29,164.11000061035156
2016-05-02,166.17999267578125
2016-05-03,163.13999938964844
2016-05-04,160.07000732421875
2016-05-05,159.52999877929688
2016-05-06,158.85000610351562
2016-05-09,157.50999450683594
2016-05-10,161.4199981689453
2016-05-11,159.4199981689453
2016-05-12,158.07000732421875
2016-05-13,155.33999633789062
2016-05-16,155.3800048828125
2016-05-17,154.64999389648438
2016-05-18,159.94000244140625
2016-05-19,154.6999969482422
2016-05-20,154.50999450683594
2016-05-23,155.4499969482422
2016-05-24,157.58999633789062
2016-05-25,161.25
2016-05-26,159.22000122070312
2016-05-27,159.52999877929688
2016-05-31,159.47999572753906
2016-06-01,159.97000122070312
2016-06-02,159.27999877929688
2016-06-03,155.6699981689453
2016-06-06,157.05999755859375
2016-06-07,155.1699981689453
2016-06-08,154.63999938964844
2016-06-09,153.1699981689453
2016-06-10,149.88999938964844
2016-06-13,148.6300048828125
2016-06-14,146.19000244140625
2016-06-15,146.16000366210938
2016-06-16,146.6300048828125
2016-06-17,145.63999938964844
2016-06-20,147.75
2016-06-21,148.35000610351562
2016-06-22,148.13999938964844
2016-06-23,152.66000366210938
2016-06-24,141.86000061035156
2016-06-27,139.50999450683594
2016-06-28,142.41000366210938
2016-06-29,145.5
2016-06-30,148.5800018310547
2016-07-01,148.25
2016-07-05,144.4499969482422
2016-07-06,145.5800018310547
2016-07-07,147.0
2016-07-08,150.3800048828125
2016-07-11,152.19000244140625
2016-07-12,156.9199981689453
2016-07-13,157.9199981689453
2016-07-14,162.5399932861328
2016-07-15,161.63999938964844
2016-07-18,163.3300018310547
2016-07-19,161.41000366210938
2016-07-20,161.77000427246094
2016-07-21,160.0500030517578
2016-07-22,160.41000366210938
2016-07-25,160.50999450683594
2016-07-26,161.16000366210938
2016-07-27,160.99000549316406
2016-07-28,160.52999877929688
2016-07-29,158.80999755859375
2016-08-01,158.17999267578125
2016-08-02,156.05999755859375
2016-08-03,158.33999633789062
2016-08-04,158.0500030517578
2016-08-05,162.08999633789062
2016-08-08,162.8300018310547
2016-08-09,163.44000244140625
2016-08-10,162.19000244140625
2016-08-11,163.86000061035156
2016-08-12,163.25
2016-08-15,165.5500030517578
2016-08-16,165.64999389648438
2016-08-17,165.6699981689453
2016-08-18,166.05999755859375
2016-08-19,166.22999572753906
2016-08-22,166.25999450683594
2016-08-23,166.0800018310547
2016-08-24,165.3000030517578
2016-08-25,165.89999389648438
2016-08-26,165.97000122070312
2016-08-29,166.8699951171875
2016-08-30,169.3699951171875
2016-08-31,169.4600067138672
2016-09-01,168.50999450683594
2016-09-02,169.17999267578125
2016-09-06,169.3300018310547
2016-09-07,169.6699981689453
2016-09-08,171.66000366210938
2016-09-09,168.57000732421875
2016-09-12,171.05999755859375
2016-09-13,167.0
2016-09-14,166.16000366210938
2016-09-15,168.0800018310547
2016-09-16,166.0
2016-09-19,166.2100067138672
2016-09-20,166.47000122070312
2016-09-21,167.02999877929688
2016-09-22,168.02000427246094
2016-09-23,165.1300048828125
2016-09-26,161.47999572753906
2016-09-27,162.88999938964844
2016-09-28,163.4499969482422
2016-09-29,158.9499969482422
2016-09-30,161.27000427246094
2016-10-03,161.07000732421875
2016-10-04,162.27000427246094
2016-10-05,166.39999389648438
2016-10-06,167.14999389648438
2016-10-07,169.8300018310547
2016-10-10,171.0399932861328
2016-10-11,169.0399932861328
2016-10-12,169.3000030517578
2016-10-13,167.4199981689453
2016-10-14,170.52000427246094
2016-10-17,169.0
2016-10-18,172.6300048828125
2016-10-19,174.50999450683594
2016-10-20,174.50999450683594
2016-10-21,174.6699981689453
2016-10-24,175.1199951171875
2016-10-25,175.5500030517578
2016-10-26,177.07000732421875
2016-10-27,177.75
2016-10-28,177.13999938964844
2016-10-31,178.24000549316406
2016-11-01,178.05999755859375
2016-11-02,176.5800018310547
2016-11-03,176.2100067138672
2016-11-04,175.9199981689453
2016-11-07,181.47999572753906
2016-11-08,181.9199981689453
2016-11-09,192.6300048828125
2016-11-10,200.8699951171875
2016-11-11,203.94000244140625
2016-11-14,209.17999267578125
2016-11-15,211.19000244140625
2016-11-16,206.25999450683594
2016-11-17,209.6300048828125
2016-11-18,210.35000610351562
2016-11-21,211.0800018310547
2016-11-22,211.11000061035156
2016-11-23,212.30999755859375
2016-11-25,211.3800048828125
2016-11-28,210.35000610351562
2016-11-29,211.75
2016-11-30,219.2899932861328
2016-12-01,226.6300048828125
2016-12-02,223.36000061035156
2016-12-05,228.5500030517578
2016-12-06,231.3800048828125
2016-12-07,235.55999755859375
2016-12-08,241.4499969482422
2016-12-09,241.85000610351562
2016-12-12,237.1699981689453
2016-12-13,238.5500030517578
2016-12-14,239.92999267578125
2016-12-15,243.0
2016-12-16,238.89999389648438
2016-12-19,239.07000732421875
2016-12-20,243.08999633789062
2016-12-21,241.44000244140625
2016-12-22,240.1199951171875
2016-12-23,240.97000122070312
2016-12-27,241.55999755859375
2016-12-28,240.64999389648438
2016-12-29,238.17999267578125
2016-12-30,239.4499969482422
2017-01-03,241.57000732421875
2017-01-04,243.1300048828125
2017-01-05,241.32000732421875
2017-01-06,244.89999389648438
2017-01-09,242.88999938964844
2017-01-10,242.57000732421875
2017-01-11,245.75999450683594
2017-01-12,243.83999633789062
2017-01-13,244.3000030517578
2017-01-17,235.74000549316406
2017-01-18,234.2899932861328
2017-01-19,231.41000366210938
2017-01-20,232.1999969482422
2017-01-23,232.6699981689453
2017-01-24,233.67999267578125
2017-01-25,237.25
2017-01-26,239.5800018310547
2017-01-27,236.9499969482422
2017-01-30,233.89999389648438
2017-01-31,229.32000732421875
2017-02-01,230.6699981689453
2017-02-02,230.41000366210938
2017-02-03,240.9499969482422
2017-02-06,239.97999572753906
2017-02-07,239.6199951171875
2017-02-08,237.72999572753906
2017-02-09,241.5500030517578
2017-02-10,242.72000122070312
2017-02-13,246.27000427246094
2017-02-14,249.4600067138672
2017-02-15,250.5399932861328
2017-02-16,249.44000244140625
2017-02-17,250.3800048828125
2017-02-21,251.75999450683594
2017-02-22,251.72999572753906
2017-02-23,251.19000244140625
2017-02-24,247.35000610351562
2017-02-27,249.3300018310547
2017-02-28,248.05999755859375
2017-03-01,252.7100067138672
2017-03-02,251.05999755859375
2017-03-03,252.88999938964844
2017-03-06,252.00999450683594
2017-03-07,250.89999389648438
2017-03-08,250.24000549316406
2017-03-09,250.17999267578125
2017-03-10,248.3800048828125
2017-03-13,248.16000366210938
2017-03-14,247.72000122070312
2017-03-15,246.77999877929688
2017-03-16,248.22000122070312
2017-03-17,243.94000244140625
2017-03-20,242.13999938964844
2017-03-21,233.0
2017-03-22,231.07000732421875
2017-03-23,231.89999389648438
2017-03-24,228.41000366210938
2017-03-27,225.47999572753906
2017-03-28,229.3300018310547
2017-03-29,228.4499969482422
2017-03-30,231.22000122070312
2017-03-31,229.72000122070312
2017-04-03,228.9600067138672
2017-04-04,229.25999450683594
2017-04-05,227.66000366210938
2017-04-06,228.63999938964844
2017-04-07,227.8800048828125
2017-04-10,228.88999938964844
2017-04-11,227.74000549316406
2017-04-12,225.75
2017-04-13,223.32000732421875
2017-04-17,226.25999450683594
2017-04-18,215.58999633789062
2017-04-19,214.08999633789062
2017-04-20,218.05999755859375
2017-04-21,216.86000061035156
2017-04-24,223.22000122070312
2017-04-25,226.6300048828125
2017-04-26,226.1999969482422
2017-04-27,225.80999755859375
2017-04-28,223.8000030517578
2017-05-01,224.85000610351562
2017-05-02,225.1199951171875
2017-05-03,226.30999755859375
2017-05-04,226.58999633789062
2017-05-05,226.8699951171875
2017-05-08,225.02999877929688
2017-05-09,223.75999450683594
2017-05-10,224.8800048828125
2017-05-11,224.75999450683594
2017-05-12,222.82000732421875
2017-05-15,225.1199951171875
2017-05-16,225.60000610351562
2017-05-17,213.72000122070312
2017-05-18,215.16000366210938
2017-05-19,215.38999938964844
2017-05-22,216.02000427246094
2017-05-23,219.63999938964844
2017-05-24,223.8300018310547
2017-05-25,222.47000122070312
2017-05-26,223.52999877929688
2017-05-30,218.4199981689453
2017-05-31,211.25999450683594
2017-06-01,215.00999450683594
2017-06-02,213.30999755859375
2017-06-05,213.99000549316406
2017-06-06,214.52999877929688
2017-06-07,215.77999877929688
2017-06-08,218.75999450683594
2017-06-09,222.44000244140625
2017-06-12,221.91000366210938
2017-06-13,224.1999969482422
2017-06-14,226.50999450683594
2017-06-15,223.22999572753906
2017-06-16,221.80999755859375
2017-06-19,226.1300048828125
2017-06-20,225.10000610351562
2017-06-21,222.49000549316406
2017-06-22,219.77000427246094
2017-06-23,217.19000244140625
2017-06-26,220.44000244140625
2017-06-27,220.27999877929688
2017-06-28,223.22000122070312
2017-06-29,224.41000366210938
2017-06-30,221.89999389648438
2017-07-03,227.27999877929688
2017-07-05,228.0399932861328
2017-07-06,226.69000244140625
2017-07-07,225.27999877929688
2017-07-10,225.83999633789062
2017-07-11,226.9499969482422
2017-07-12,227.38999938964844
2017-07-13,230.39999389648438
2017-07-14,228.60000610351562
2017-07-17,229.25999450683594
2017-07-18,223.30999755859375
2017-07-19,222.8699951171875
2017-07-20,222.3000030517578
2017-07-21,220.17999267578125
2017-07-24,218.17999267578125
2017-07-25,221.5800018310547
2017-07-26,222.25
2017-07-27,221.47999572753906
2017-07-28,223.61000061035156
2017-07-31,225.3300018310547
2017-08-01,227.0
2017-08-02,226.27000427246094
2017-08-03,223.99000549316406
2017-08-04,229.7899932861328
2017-08-07,232.9199981689453
2017-08-08,232.0500030517578
2017-08-09,231.00999450683594
2017-08-10,225.5
2017-08-11,224.14999389648438
2017-08-14,227.36000061035156
2017-08-15,227.58999633789062
2017-08-16,225.61000061035156
2017-08-17,221.4199981689453
2017-08-18,222.14999389648438
2017-08-21,220.7899932861328
2017-08-22,223.5800018310547
2017-08-23,222.74000549316406
2017-08-24,222.99000549316406
2017-08-25,222.47000122070312
2017-08-28,220.35000610351562
2017-08-29,219.9600067138672
2017-08-30,222.4199981689453
2017-08-31,223.74000549316406
2017-09-01,225.8800048828125
2017-09-05,217.77999877929688
2017-09-06,218.8300018310547
2017-09-07,215.83999633789062
2017-09-08,217.2100067138672
2017-09-11,221.05999755859375
2017-09-12,225.9499969482422
2017-09-13,226.55999755859375
2017-09-14,226.85000610351562
2017-09-15,225.22000122070312
2017-09-18,227.52999877929688
2017-09-19,228.91000366210938
2017-09-20,229.7899932861328
2017-09-21,231.2899932861328
2017-09-22,231.02999877929688
2017-09-25,230.25999450683594
2017-09-26,229.94000244140625
2017-09-27,234.75999450683594
2017-09-28,235.47000122070312
2017-09-29,237.19000244140625
2017-10-02,240.64999389648438
2017-10-03,241.6199951171875
2017-10-04,240.30999755859375
2017-10-05,246.05999755859375
2017-10-06,246.02000427246094
2017-10-09,242.8000030517578
2017-10-10,242.60000610351562
2017-10-11,242.39999389648438
2017-10-12,239.8000030517578
2017-10-13,238.52999877929688
2017-10-16,242.41000366210938
2017-10-17,236.08999633789062
2017-10-18,242.02999877929688
2017-10-19,239.99000549316406
2017-10-20,244.72999572753906
2017-10-23,242.1300048828125
2017-10-24,244.83999633789062
2017-10-25,241.7100067138672
2017-10-26,241.72000122070312
2017-10-27,241.7100067138672
2017-10-30,240.88999938964844
2017-10-31,242.47999572753906
2017-11-01,244.25999450683594
2017-11-02,246.8800048828125
2017-11-03,244.39999389648438
2017-11-06,243.49000549316406
2017-11-07,239.80999755859375
2017-11-08,241.25
2017-11-09,240.7899932861328
2017-11-10,240.14999389648438
2017-11-13,240.27000427246094
2017-11-14,237.24000549316406
2017-11-15,237.61000061035156
2017-11-16,239.3699951171875
2017-11-17,238.02000427246094
2017-11-20,238.1300048828125
2017-11-21,238.02000427246094
2017-11-22,236.42999267578125
2017-11-24,235.9499969482422
2017-11-27,235.11000061035156
2017-11-28,239.41000366210938
2017-11-29,241.36000061035156
2017-11-30,247.63999938964844
2017-12-01,248.9499969482422
2017-12-04,250.64999389648438
2017-12-05,248.3300018310547
2017-12-06,245.9499969482422
2017-12-07,248.55999755859375
2017-12-08,250.35000610351562
2017-12-11,250.1300048828125
2017-12-12,257.67999267578125
2017-12-13,255.55999755859375
2017-12-14,255.47999572753906
2017-12-15,257.1700134277344
2017-12-18,260.0199890136719
2017-12-19,256.4800109863281
2017-12-20,255.17999267578125
2017-12-21,261.010009765625
2017-12-22,258.9700012207031
2017-12-26,257.7200012207031
2017-12-27,255.9499969482422
2017-12-28,256.5
2017-12-29,254.75999450683594
2018-01-02,255.6699981689453
2018-01-03,253.2899932861328
2018-01-04,256.8299865722656
2018-01-05,255.52000427246094
2018-01-08,251.80999755859375
2018-01-09,253.94000244140625
2018-01-10,254.3300018310547
2018-01-11,255.1300048828125
2018-01-12,257.0299987792969
2018-01-16,258.4599914550781
2018-01-17,253.64999389648438
2018-01-18,250.97000122070312
2018-01-19,256.1199951171875
2018-01-22,261.5199890136719
2018-01-23,260.0899963378906
2018-01-24,265.67999267578125
2018-01-25,269.0299987792969
2018-01-26,268.1400146484375
2018-01-29,272.4800109863281
2018-01-30,268.94000244140625
2018-01-31,267.8900146484375
2018-02-01,272.2300109863281
2018-02-02,260.0400085449219
2018-02-05,249.11000061035156
2018-02-06,258.70001220703125
2018-02-07,257.1000061035156
2018-02-08,246.35000610351562
2018-02-09,249.3000030517578
2018-02-12,253.16000366210938
2018-02-13,255.52999877929688
2018-02-14,262.5799865722656
2018-02-15,267.67999267578125
2018-02-16,267.6199951171875
2018-02-20,264.8900146484375
2018-02-21,263.3999938964844
2018-02-22,261.42999267578125
2018-02-23,266.7699890136719
2018-02-26,271.260009765625
2018-02-27,267.92999267578125
2018-02-28,262.92999267578125
2018-03-01,256.7799987792969
2018-03-02,258.1199951171875
2018-03-05,263.1199951171875
2018-03-06,266.92999267578125
2018-03-07,265.3500061035156
2018-03-08,266.3399963378906
2018-03-09,270.7699890136719
2018-03-12,273.3800048828125
2018-03-13,268.5299987792969
2018-03-14,264.42999267578125
2018-03-15,266.6099853515625
2018-03-16,267.6000061035156
2018-03-19,262.5299987792969
2018-03-20,263.19000244140625
2018-03-21,261.8500061035156
2018-03-22,252.60000610351562
2018-03-23,245.25999450683594
2018-03-26,254.8800048828125
2018-03-27,247.25999450683594
2018-03-28,249.3699951171875
2018-03-29,251.86000061035156
2018-04-02,247.35000610351562
2018-04-03,250.5800018310547
2018-04-04,252.6199951171875
2018-04-05,255.80999755859375
2018-04-06,249.97000122070312
2018-04-09,252.19000244140625
2018-04-10,256.57000732421875
2018-04-11,252.94000244140625
2018-04-12,259.5899963378906
2018-04-13,255.9199981689453
2018-04-16,257.8800048828125
2018-04-17,253.6300048828125
2018-04-18,254.0
2018-04-19,254.1699981689453
2018-04-20,251.9600067138672
2018-04-23,246.6699981689453
2018-04-24,242.49000549316406
2018-04-25,239.22999572753906
2018-04-26,240.08999633789062
2018-04-27,239.8000030517578
2018-04-30,238.3300018310547
2018-05-01,236.6699981689453
2018-05-02,234.0500030517578
2018-05-03,233.41000366210938
2018-05-04,234.94000244140625
2018-05-07,237.1999969482422
2018-05-08,237.0
2018-05-09,241.72999572753906
2018-05-10,243.44000244140625
2018-05-11,242.9199981689453
2018-05-14,243.91000366210938
2018-05-15,241.55999755859375
2018-05-16,240.9600067138672
2018-05-17,239.10000610351562
2018-05-18,237.0
2018-05-21,237.6999969482422
2018-05-22,238.0
2018-05-23,237.80999755859375
2018-05-24,236.10000610351562
2018-05-25,235.00999450683594
2018-05-29,227.02999877929688
2018-05-30,229.16000366210938
2018-05-31,225.8800048828125
2018-06-01,228.35000610351562
2018-06-04,229.88999938964844
2018-06-05,228.33999633789062
2018-06-06,232.22999572753906
2018-06-07,233.4499969482422
2018-06-08,233.38999938964844
2018-06-11,234.08999633789062
2018-06-12,232.6300048828125
2018-06-13,233.8300018310547
2018-06-14,233.64999389648438
2018-06-15,231.9199981689453
2018-06-18,231.38999938964844
2018-06-19,228.32000732421875
2018-06-20,227.82000732421875
2018-06-21,226.97999572753906
2018-06-22,226.02000427246094
2018-06-25,221.5399932861328
2018-06-26,221.5800018310547
2018-06-27,220.17999267578125
2018-06-28,223.4199981689453
2018-06-29,220.57000732421875
2018-07-02,223.25999450683594
2018-07-03,220.3800048828125
2018-07-05,220.74000549316406
2018-07-06,221.7899932861328
2018-07-09,227.99000549316406
2018-07-10,226.85000610351562
2018-07-11,225.66000366210938
2018-07-12,227.22000122070312
2018-07-13,226.41000366210938
2018-07-16,231.44000244140625
2018-07-17,231.02000427246094
2018-07-18,231.24000549316406
2018-07-19,229.6300048828125
2018-07-20,231.69000244140625
2018-07-23,233.75999450683594
2018-07-24,235.8800048828125
2018-07-25,236.69000244140625
2018-07-26,237.11000061035156
2018-07-27,237.63999938964844
2018-07-30,238.9499969482422
2018-07-31,237.42999267578125
2018-08-01,236.0399932861328
2018-08-02,233.99000549316406
2018-08-03,234.08999633789062
2018-08-06,235.92999267578125
2018-08-07,237.8300018310547
2018-08-08,236.3699951171875
2018-08-09,233.77999877929688
2018-08-10,229.61000061035156
2018-08-13,226.86000061035156
2018-08-14,229.55999755859375
2018-08-15,229.25
2018-08-16,233.0
2018-08-17,233.3800048828125
2018-08-20,235.77999877929688
2018-08-21,238.64999389648438
2018-08-22,239.33999633789062
2018-08-23,236.33999633789062
2018-08-24,235.11000061035156
2018-08-27,242.60000610351562
2018-08-28,242.3699951171875
2018-08-29,241.39999389648438
2018-08-30,239.39999389648438
2018-08-31,237.80999755859375
2018-09-04,237.66000366210938
2018-09-05,237.55999755859375
2018-09-06,234.52000427246094
2018-09-07,233.91000366210938
2018-09-10,231.91000366210938
2018-09-11,230.2100067138672
2018-09-12,228.14999389648438
2018-09-13,228.3300018310547
2018-09-14,229.24000549316406
2018-09-17,227.88999938964844
2018-09-18,228.88999938964844
2018-09-19,235.5800018310547
2018-09-20,237.39999389648438
2018-09-21,235.33999633789062
2018-09-24,232.89999389648438
2018-09-25,232.5
2018-09-26,228.8800048828125
2018-09-27,227.74000549316406
2018-09-28,224.24000549316406
2018-10-01,225.3300018310547
2018-10-02,226.07000732421875
2018-10-03,227.77999877929688
2018-10-04,227.47999572753906
2018-10-05,225.7100067138672
2018-10-08,225.35000610351562
2018-10-09,222.91000366210938
2018-10-10,214.88999938964844
2018-10-11,212.97000122070312
2018-10-12,213.8699951171875
2018-10-15,215.22000122070312
2018-10-16,221.6999969482422
2018-10-17,228.27999877929688
2018-10-18,224.9499969482422
2018-10-19,226.9600067138672
2018-10-22,221.60000610351562
2018-10-23,218.55999755859375
2018-10-24,209.17999267578125
2018-10-25,214.00999450683594
2018-10-26,212.36000061035156
2018-10-29,214.49000549316406
2018-10-30,219.27999877929688
2018-10-31,225.3699951171875
2018-11-01,226.97000122070312
2018-11-02,229.69000244140625
2018-11-05,228.72000122070312
2018-11-06,228.1999969482422
2018-11-07,231.27999877929688
2018-11-08,231.64999389648438
2018-11-09,222.64999389648438
2018-11-12,206.0500030517578
2018-11-13,205.0500030517578
2018-11-14,202.49000549316406
2018-11-15,203.74000549316406
2018-11-16,202.1199951171875
2018-11-19,198.22000122070312
2018-11-20,191.33999633789062
2018-11-21,192.60000610351562
2018-11-23,189.10000610351562
2018-11-26,194.33999633789062
2018-11-27,193.64999389648438
2018-11-28,198.35000610351562
2018-11-29,194.85000610351562
2018-11-30,190.69000244140625
2018-12-03,191.6300048828125
2018-12-04,184.30999755859375
2018-12-06,184.08999633789062
2018-12-07,179.6699981689453
2018-12-10,178.8300018310547
2018-12-11,176.8000030517578
2018-12-12,176.6999969482422
2018-12-13,175.9199981689453
2018-12-14,172.77000427246094
2018-12-17,168.00999450683594
2018-12-18,171.5
2018-12-19,169.25
2018-12-20,168.41000366210938
2018-12-21,160.0500030517578
2018-12-24,156.35000610351562
2018-12-26,162.92999267578125
2018-12-27,165.41000366210938
2018-12-28,163.02999877929688
2018-12-31,167.0500030517578
2019-01-02,172.02999877929688
2019-01-03,169.50999450683594
2019-01-04,175.0500030517578
2019-01-07,176.02000427246094
2019-01-08,175.3699951171875
2019-01-09,176.47000122070312
2019-01-10,176.0
2019-01-11,176.92999267578125
2019-01-14,178.72000122070312
2019-01-15,179.91000366210938
2019-01-16,197.0800018310547
2019-01-17,199.08999633789062
2019-01-18,202.5399932861328
2019-01-22,197.67999267578125
2019-01-23,196.89999389648438
2019-01-24,197.8000030517578
2019-01-25,200.74000549316406
2019-01-28,199.72000122070312
2019-01-29,200.5
2019-01-30,202.47999572753906
2019-01-31,198.00999450683594
2019-02-01,196.5399932861328
2019-02-04,197.72000122070312
2019-02-05,198.00999450683594
2019-02-06,196.6199951171875
2019-02-07,193.07000732421875
2019-02-08,191.6699981689453
2019-02-11,191.3300018310547
2019-02-12,194.49000549316406
2019-02-13,194.69000244140625
2019-02-14,192.52999877929688
2019-02-15,198.5
2019-02-19,198.6699981689453
2019-02-20,198.60000610351562
2019-02-21,196.36000061035156
2019-02-22,196.0
2019-02-25,198.64999389648438
2019-02-26,198.89999389648438
2019-02-27,198.10000610351562
2019-02-28,196.6999969482422
2019-03-01,198.1999969482422
2019-03-04,195.97999572753906
2019-03-05,196.0
2019-03-06,194.74000549316406
2019-03-07,192.77000427246094
2019-03-08,195.24000549316406
2019-03-11,195.97000122070312
2019-03-12,196.6300048828125
2019-03-13,197.25
2019-03-14,197.47000122070312
2019-03-15,198.25999450683594
2019-03-18,202.47000122070312
2019-03-19,201.1199951171875
2019-03-20,194.32000732421875
2019-03-21,194.5800018310547
2019-03-22,188.9600067138672
2019-03-25,188.50999450683594
2019-03-26,190.69000244140625
2019-03-27,190.02999877929688
2019-03-28,191.17999267578125
2019-03-29,191.99000549316406
2019-04-01,196.74000549316406
2019-04-02,197.5
2019-04-03,200.86000061035156
